タスク名;開始時刻;終了時刻;左クリック;右クリック;打鍵回数;実行ファイル名;手動分類;候補1;候補2;候補3;自動推定
エクセル;2013/05/22 11:17:29;2013/05/22 11:17:43;1;0;0;excel.exe:Microsoft Excel - 08_ＦＩＥＬＤ文（固定表示定義）の変換（画面）.xls;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:17:43;2013/05/22 11:17:44;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 11:17:44;2013/05/22 11:20:08;0;0;0;excel.exe:Microsoft Excel - 09_ＦＩＥＬＤ文（項目定義）の変換（画面）.xls;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 11:20:08;2013/05/22 11:20:12;1;0;0;excel.exe:Microsoft Excel - 09_ＦＩＥＬＤ文（項目定義）の変換（画面）.xls;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:20:12;2013/05/22 11:20:30;4;0;0;explorer.exe:2回目_本社最新;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 11:20:30;2013/05/22 11:20:35;2;0;1;sakura.exe:E:\開発三部\PSAM_変換仕様書\Debug_20130517(2)\2回目_本社最新\確認結果.txt - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 11:20:35;2013/05/22 11:20:52;0;0;32;sakura.exe:E:\開発三部\PSAM_変換仕様書\Debug_20130517(2)\2回目_本社最新\確認結果.txt(更新) - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 11:20:52;2013/05/22 11:20:53;2;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\Debug_20130517(2)\2回目_本社最新\確認結果.txt - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
ファイル操作;2013/05/22 11:20:53;2013/05/22 11:20:57;3;0;0;explorer.exe:2回目_本社最新;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:20:57;2013/05/22 11:21:36;3;1;78;explorer.exe:Debug_20130517(2);文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:21:36;2013/05/22 11:21:37;0;0;1;explorer.exe:ファイルまたはフォルダ名の変更エラー;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:21:37;2013/05/22 11:21:38;1;0;0;explorer.exe:Debug_20130517(2);文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:21:38;2013/05/22 11:21:42;4;1;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 11:21:42;2013/05/22 11:21:44;1;0;0;excel.exe:Microsoft Excel - 09_ＦＩＥＬＤ文（項目定義）の変換（画面）.xls;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:21:44;2013/05/22 11:21:45;1;0;0;explorer.exe:Debug_20130517(2);文書作成・確認;;;;文書作成・確認
ブラウザ;2013/05/22 11:21:46;2013/05/22 11:21:47;1;0;0;iexplore.exe:在美国看洋??教子 - Windows Internet Explorer;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:21:47;2013/05/22 11:22:04;3;0;23;explorer.exe:Debug_20130517(2);文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:22:04;2013/05/22 11:22:13;3;0;0;explorer.exe:2回目_本社最新（画面）;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:22:13;2013/05/22 11:22:36;1;0;0;explorer.exe:Debug_20130517(2);文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:22:36;2013/05/22 11:23:01;6;2;0;explorer.exe:2回目_本社最新（画面）;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:23:01;2013/05/22 11:23:02;1;1;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:23:02;2013/05/22 11:23:05;1;1;0;explorer.exe:2回目_本社最新（画面）;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:23:05;2013/05/22 11:23:11;2;1;0;explorer.exe:Debug_20130517(2);文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:23:11;2013/05/22 11:23:24;1;0;0;explorer.exe:2回目_本社最新（画面）;文書作成・確認;;;;文書作成・確認
登録外;2013/05/22 11:23:24;2013/05/22 11:23:37;2;1;0;bcompare.exe:Debug_20130517(2) <--> 2回目_本社最新（画面） - フォルダの比較 - Beyond Compare;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
登録外;2013/05/22 11:23:37;2013/05/22 11:23:38;1;0;0;bcompare.exe:内容を比較;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
登録外;2013/05/22 11:23:38;2013/05/22 11:23:39;0;0;0;bcompare.exe:Debug_20130517(2) <--> 2回目_本社最新（画面） - フォルダの比較 - Beyond Compare;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
登録外;2013/05/22 11:23:39;2013/05/22 11:23:40;0;0;0;bcompare.exe:46% Debug_20130517(2) <--> 2回目_本社最新（画面） - フォルダの比較 - Beyond Compare;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
登録外;2013/05/22 11:23:40;2013/05/22 11:23:50;2;0;2;bcompare.exe:Debug_20130517(2) <--> 2回目_本社最新（画面） - フォルダの比較 - Beyond Compare;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
ファイル操作;2013/05/22 11:23:50;2013/05/22 11:23:54;1;0;0;explorer.exe:2回目_本社最新（画面）;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:23:54;2013/05/22 11:23:55;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
登録外;2013/05/22 11:23:55;2013/05/22 11:24:00;2;0;0;rundll32.exe:日付と時刻のプロパティ;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:24:00;2013/05/22 11:24:02;1;0;0;explorer.exe:2回目_本社最新（画面）;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:24:02;2013/05/22 11:24:13;6;1;3;explorer.exe:Debug_20130517(2);文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:24:13;2013/05/22 11:24:14;1;0;0;explorer.exe:複数ファイルの削除の確認;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:24:14;2013/05/22 11:25:09;0;0;0;explorer.exe:Debug_20130517(2);文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:25:09;2013/05/22 11:25:26;1;0;0;explorer.exe:Debug_20130517(2);文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:25:26;2013/05/22 11:25:34;5;0;0;explorer.exe:帳票定義体;事務;;;;テスト
ファイル操作;2013/05/22 11:25:34;2013/05/22 11:25:42;2;0;12;explorer.exe:上海;事務;;;;テスト
ファイル操作;2013/05/22 11:25:42;2013/05/22 11:25:44;1;0;2;explorer.exe:上海BK;事務;;;;テスト
ファイル操作;2013/05/22 11:25:44;2013/05/22 11:25:45;0;0;3;explorer.exe:上海;事務;;;;テスト
ファイル操作;2013/05/22 11:25:45;2013/05/22 11:25:47;1;0;0;explorer.exe:上海BK;事務;;;;テスト
ファイル操作;2013/05/22 11:25:47;2013/05/22 11:25:53;2;0;0;explorer.exe:本社;事務;;;;テスト
ファイル操作;2013/05/22 11:25:53;2013/05/22 11:25:55;2;0;0;explorer.exe:Debug_20130517(2);事務;;;;テスト
登録外;2013/05/22 11:25:55;2013/05/22 11:25:58;2;0;0;airs_psam.exe:AIRS for PSAM;テスト;テスト;;;テスト
登録外;2013/05/22 11:25:58;2013/05/22 11:26:01;3;0;0;airs_psam.exe:フォルダの参照;テスト;テスト;;;テスト
登録外;2013/05/22 11:26:01;2013/05/22 11:26:06;2;0;0;airs_psam.exe:AIRS for PSAM;テスト;テスト;;;テスト
ファイル操作;2013/05/22 11:26:06;2013/05/22 11:26:13;2;0;7;explorer.exe:Debug_20130517(2);テスト;;;;テスト
登録外;2013/05/22 11:26:13;2013/05/22 11:26:42;7;0;40;airs_psam.exe:AIRS for PSAM;テスト;テスト;;;テスト
ファイル操作;2013/05/22 11:26:42;2013/05/22 11:26:48;5;0;3;explorer.exe:Debug_20130517(2);テスト;;;;テスト
ファイル操作;2013/05/22 11:26:48;2013/05/22 11:27:29;6;0;2;explorer.exe:3回目_本社最新(帳票）;テスト;;;;テスト
ブラウザ;2013/05/22 11:27:29;2013/05/22 11:27:35;1;0;0;iexplore.exe:在美国看洋??教子 - Windows Internet Explorer;余暇;;;;テスト
ブラウザ;2013/05/22 11:27:35;2013/05/22 11:27:48;1;0;24;iexplore.exe:洋?? 教育孩子_百度搜索 - Windows Internet Explorer;余暇;;;;テスト
ブラウザ;2013/05/22 11:27:48;2013/05/22 11:27:55;1;0;0;iexplore.exe:网眼装 校服_百度搜索 - Windows Internet Explorer;余暇;;;;テスト
ファイル操作;2013/05/22 11:27:55;2013/05/22 11:28:23;6;0;0;explorer.exe:3回目_本社最新(帳票）;事務;;;;テスト
ファイル操作;2013/05/22 11:28:23;2013/05/22 11:28:37;4;0;0;explorer.exe:A51_(#3095)一括書き出しでコンボボックスの入力と件数表示の動作を統一する;事務;;;;テスト
登録外;2013/05/22 11:28:37;2013/05/22 11:28:39;1;0;0;soffice.bin.exe:IBM Lotus Symphony ;事務;;;;テスト
登録外;2013/05/22 11:28:39;2013/05/22 11:28:43;0;0;0;symphony.exe:Spreadsheet - IBM Lotus Symphony;文書作成・確認;;;;テスト
登録外;2013/05/22 11:28:43;2013/05/22 11:29:22;5;0;0;symphony.exe:出力系調査報告書(＃3095).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
ファイル操作;2013/05/22 11:29:22;2013/05/22 11:29:29;1;0;0;explorer.exe:A51_(#3095)一括書き出しでコンボボックスの入力と件数表示の動作を統一する;文書作成・確認;;;;テスト
登録外;2013/05/22 11:29:29;2013/05/22 11:29:56;4;0;0;symphony.exe:出力系調査報告書(＃3095).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
ファイル操作;2013/05/22 11:29:56;2013/05/22 11:30:04;4;0;0;explorer.exe:A51_(#3095)一括書き出しでコンボボックスの入力と件数表示の動作を統一する;文書作成・確認;;;;テスト
登録外;2013/05/22 11:30:04;2013/05/22 11:30:08;1;0;0;symphony.exe:Spreadsheet - IBM Lotus Symphony;文書作成・確認;;;;テスト
登録外;2013/05/22 11:30:08;2013/05/22 11:30:10;0;0;0;symphony.exe:査読シート(＃3095_IT_佐藤).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
登録外;2013/05/22 11:30:10;2013/05/22 11:30:55;2;0;0;symphony.exe:査読シート(＃3095_IT_佐藤).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
ファイル操作;2013/05/22 11:30:55;2013/05/22 11:30:58;3;0;0;explorer.exe:A51_(#3095)一括書き出しでコンボボックスの入力と件数表示の動作を統一する;文書作成・確認;;;;テスト
エクセル;2013/05/22 11:30:58;2013/05/22 11:31:17;4;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;テスト
ファイル操作;2013/05/22 11:31:17;2013/05/22 11:31:18;2;0;0;explorer.exe:A51_(#3095)一括書き出しでコンボボックスの入力と件数表示の動作を統一する;文書作成・確認;;;;テスト
エクセル;2013/05/22 11:31:18;2013/05/22 11:31:19;0;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;テスト
登録外;2013/05/22 11:31:19;2013/05/22 11:31:22;1;0;0;symphony.exe:査読シート(＃3095_IT_佐藤).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
登録外;2013/05/22 11:31:22;2013/05/22 11:31:57;6;0;0;symphony.exe:出力系調査報告書(＃3095).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
エクセル;2013/05/22 11:31:57;2013/05/22 11:32:11;1;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;テスト
登録外;2013/05/22 11:32:11;2013/05/22 11:32:13;2;0;0;symphony.exe:出力系調査報告書(＃3095).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
エクセル;2013/05/22 11:32:13;2013/05/22 11:32:17;3;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;テスト
登録外;2013/05/22 11:32:17;2013/05/22 11:32:18;1;0;0;symphony.exe:出力系調査報告書(＃3095).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
登録外;2013/05/22 11:32:18;2013/05/22 11:32:19;0;0;0;symphony.exe:IBM Lotus Symphony;文書作成・確認;;;;テスト
登録外;2013/05/22 11:32:19;2013/05/22 11:32:36;1;0;0;symphony.exe:査読シート(＃3095_IT_佐藤).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
エクセル;2013/05/22 11:32:36;2013/05/22 11:33:19;8;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;テスト
登録外;2013/05/22 11:33:19;2013/05/22 11:33:40;1;0;0;symphony.exe:査読シート(＃3095_IT_佐藤).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
エクセル;2013/05/22 11:33:40;2013/05/22 11:33:53;1;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;テスト
登録外;2013/05/22 11:33:53;2013/05/22 11:34:11;1;0;0;symphony.exe:査読シート(＃3095_IT_佐藤).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
エクセル;2013/05/22 11:34:11;2013/05/22 11:34:29;6;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;テスト
ファイル操作;2013/05/22 11:34:29;2013/05/22 11:34:32;4;0;0;explorer.exe:A51_(#3095)一括書き出しでコンボボックスの入力と件数表示の動作を統一する;文書作成・確認;;;;テスト
エクセル;2013/05/22 11:34:32;2013/05/22 11:34:33;0;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;テスト
エクセル;2013/05/22 11:34:33;2013/05/22 11:34:41;2;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_PE.xls;文書作成・確認;テスト;文書作成・確認;;テスト
登録外;2013/05/22 11:34:41;2013/05/22 11:35:06;1;0;0;symphony.exe:査読シート(＃3095_IT_佐藤).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
ファイル操作;2013/05/22 11:35:06;2013/05/22 11:35:07;3;0;0;explorer.exe:A51_(#3095)一括書き出しでコンボボックスの入力と件数表示の動作を統一する;文書作成・確認;;;;テスト
エクセル;2013/05/22 11:35:07;2013/05/22 11:35:08;0;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_PE.xls;文書作成・確認;テスト;文書作成・確認;;テスト
エクセル;2013/05/22 11:35:08;2013/05/22 11:35:10;0;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_LV.xls;文書作成・確認;テスト;文書作成・確認;;テスト
エクセル;2013/05/22 11:35:10;2013/05/22 11:35:56;11;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_LV.xls;文書作成・確認;テスト;文書作成・確認;;テスト
登録外;2013/05/22 11:35:56;2013/05/22 11:38:37;4;0;21;symphony.exe:査読シート(＃3095_IT_佐藤).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
ブラウザ;2013/05/22 11:38:37;2013/05/22 11:38:38;1;0;0;iexplore.exe:网眼装 校服_百度搜索 - Windows Internet Explorer;余暇;;;;テスト
ブラウザ;2013/05/22 11:38:38;2013/05/22 11:38:43;3;0;0;iexplore.exe:已?到的宝? - Windows Internet Explorer;余暇;;;;テスト
ブラウザ;2013/05/22 11:38:43;2013/05/22 11:38:45;1;0;0;iexplore.exe:Error: Forbidden ? Solution - Windows Internet Explorer;文書作成・確認;;;;テスト
ブラウザ;2013/05/22 11:38:45;2013/05/22 11:38:46;1;0;0;iexplore.exe:dl385g2-01 へ接続;文書作成・確認;;;;テスト
ブラウザ;2013/05/22 11:38:46;2013/05/22 11:38:48;0;0;0;iexplore.exe:Error: Forbidden ? Solution - Windows Internet Explorer;文書作成・確認;;;;テスト
trac　;2013/05/22 11:38:48;2013/05/22 11:39:01;3;0;11;iexplore.exe:#2578 (19期次期PLANETタスク計画（多国語解析）) ? Solution - Windows Internet Explorer;文書作成・確認;;;;テスト
trac　;2013/05/22 11:39:01;2013/05/22 11:39:18;1;0;0;iexplore.exe:#3095 (一括書き出しでコンボボックスの入力と件数表示の動作を統一する) ? Solution - Windows Internet Explorer;文書作成・確認;;;;テスト
登録外;2013/05/22 11:39:18;2013/05/22 11:39:28;1;0;0;symphony.exe:査読シート(＃3095_IT_佐藤).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
ファイル操作;2013/05/22 11:39:28;2013/05/22 11:39:33;1;0;0;explorer.exe:unknown;文書作成・確認;;;;テスト
登録外;2013/05/22 11:39:33;2013/05/22 11:39:34;1;0;0;symphony.exe:査読シート(＃3095_IT_佐藤).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
ファイル操作;2013/05/22 11:39:34;2013/05/22 11:39:35;2;0;0;explorer.exe:A51_(#3095)一括書き出しでコンボボックスの入力と件数表示の動作を統一する;文書作成・確認;;;;テスト
エクセル;2013/05/22 11:39:35;2013/05/22 11:39:36;0;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_LV.xls;文書作成・確認;テスト;文書作成・確認;;テスト
エクセル;2013/05/22 11:39:36;2013/05/22 11:40:09;5;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_FC.xls;文書作成・確認;テスト;文書作成・確認;;テスト
ファイル操作;2013/05/22 11:40:09;2013/05/22 11:40:10;2;0;0;explorer.exe:unknown;文書作成・確認;;;;テスト
ファイル操作;2013/05/22 11:40:10;2013/05/22 11:40:11;0;0;0;explorer.exe:unknown;文書作成・確認;;;;テスト
登録外;2013/05/22 11:40:11;2013/05/22 11:42:41;3;0;0;symphony.exe:査読シート(＃3095_IT_佐藤).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
trac　;2013/05/22 11:42:41;2013/05/22 11:42:43;1;0;0;iexplore.exe:#3095 (一括書き出しでコンボボックスの入力と件数表示の動作を統一する) ? Solution - Windows Internet Explorer;文書作成・確認;;;;テスト
ブラウザ;2013/05/22 11:42:43;2013/05/22 11:42:47;3;0;0;iexplore.exe:网眼装 校服_百度搜索 - Windows Internet Explorer;余暇;;;;テスト
trac　;2013/05/22 11:42:47;2013/05/22 11:43:00;3;0;4;iexplore.exe:#2578 (19期次期PLANETタスク計画（多国語解析）) ? Solution - Windows Internet Explorer;文書作成・確認;;;;テスト
trac　;2013/05/22 11:43:00;2013/05/22 11:43:23;2;0;0;iexplore.exe:#3089 (パラグラフ対応後にフローチャートへ遷移できない場合がある) ? Solution - Windows Internet Explorer;文書作成・確認;;;;テスト
登録外;2013/05/22 11:43:23;2013/05/22 11:44:53;26;0;60;symphony.exe:査読シート(＃3095_IT_佐藤).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
ファイル操作;2013/05/22 11:44:53;2013/05/22 11:44:55;1;0;0;explorer.exe:unknown;文書作成・確認;;;;テスト
登録外;2013/05/22 11:44:55;2013/05/22 11:44:58;1;0;0;symphony.exe:査読シート(＃3095_IT_佐藤).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
ファイル操作;2013/05/22 11:44:58;2013/05/22 11:45:00;2;0;0;explorer.exe:unknown;文書作成・確認;;;;テスト
エクセル;2013/05/22 11:45:00;2013/05/22 11:45:07;2;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;テスト
ファイル操作;2013/05/22 11:45:07;2013/05/22 11:45:08;1;0;0;explorer.exe:unknown;文書作成・確認;;;;テスト
エクセル;2013/05/22 11:45:08;2013/05/22 11:45:11;0;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_PE.xls;文書作成・確認;テスト;文書作成・確認;;テスト
エクセル;2013/05/22 11:45:11;2013/05/22 11:45:18;4;0;2;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_PE.xls;文書作成・確認;テスト;文書作成・確認;;テスト
ファイル操作;2013/05/22 11:45:18;2013/05/22 11:45:21;1;0;0;explorer.exe:unknown;文書作成・確認;;;;テスト
エクセル;2013/05/22 11:45:21;2013/05/22 11:46:17;49;0;26;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;テスト
ファイル操作;2013/05/22 11:46:17;2013/05/22 11:46:19;1;0;0;explorer.exe:unknown;文書作成・確認;;;;テスト
エクセル;2013/05/22 11:46:19;2013/05/22 11:46:29;6;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_PE.xls;文書作成・確認;テスト;文書作成・確認;;テスト
ファイル操作;2013/05/22 11:46:29;2013/05/22 11:46:31;1;0;0;explorer.exe:unknown;文書作成・確認;;;;テスト
エクセル;2013/05/22 11:46:31;2013/05/22 11:47:53;55;0;44;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;テスト
登録外;2013/05/22 11:47:53;2013/05/22 11:48:50;19;0;108;symphony.exe:査読シート(＃3095_IT_佐藤).ods - ?子表格 - IBM Lotus Symphony;文書作成・確認;;;;テスト
登録外;2013/05/22 11:48:50;2013/05/22 11:48:51;0;0;0;symphony.exe:IBM Lotus Symphony;文書作成・確認;;;;テスト
エクセル;2013/05/22 11:48:51;2013/05/22 11:48:53;1;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;テスト
ファイル操作;2013/05/22 11:48:53;2013/05/22 11:49:06;4;1;0;explorer.exe:A51_(#3095)一括書き出しでコンボボックスの入力と件数表示の動作を統一する;文書作成・確認;;;;テスト
登録外;2013/05/22 11:49:06;2013/05/22 11:49:14;0;0;0;soffice.bin.exe:unknown;文書作成・確認;;;;テスト
登録外;2013/05/22 11:49:14;2013/05/22 11:49:16;1;0;0;soffice.bin.exe:OpenOffice.org 3.2 ;文書作成・確認;;;;文書作成・確認
登録外;2013/05/22 11:49:16;2013/05/22 11:49:43;23;0;10;soffice.bin.exe:査読シート(＃3095_IT_佐藤).ods - OpenOffice.org Calc;文書作成・確認;事務;文書作成・確認;;文書作成・確認
ファイル操作;2013/05/22 11:49:43;2013/05/22 11:49:45;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 11:49:45;2013/05/22 11:49:49;1;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
登録外;2013/05/22 11:49:49;2013/05/22 11:50:09;1;0;0;soffice.bin.exe:査読シート(＃3095_IT_佐藤).ods - OpenOffice.org Calc;文書作成・確認;事務;文書作成・確認;;文書作成・確認
ファイル操作;2013/05/22 11:50:09;2013/05/22 11:50:11;3;0;0;explorer.exe:A51_(#3095)一括書き出しでコンボボックスの入力と件数表示の動作を統一する;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 11:50:11;2013/05/22 11:50:12;0;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
エクセル;2013/05/22 11:50:12;2013/05/22 11:50:14;2;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
ファイル操作;2013/05/22 11:50:14;2013/05/22 11:50:15;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 11:50:15;2013/05/22 11:50:16;1;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
ファイル操作;2013/05/22 11:50:16;2013/05/22 11:50:18;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 11:50:18;2013/05/22 11:50:22;1;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_LV.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
ファイル操作;2013/05/22 11:50:22;2013/05/22 11:50:24;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 11:50:24;2013/05/22 11:50:28;2;0;2;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
ファイル操作;2013/05/22 11:50:28;2013/05/22 11:50:30;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 11:50:30;2013/05/22 11:51:49;22;0;21;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_LV.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
ファイル操作;2013/05/22 11:51:49;2013/05/22 11:51:50;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 11:51:50;2013/05/22 11:51:51;1;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_LV.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
登録外;2013/05/22 11:51:51;2013/05/22 11:52:01;1;0;0;soffice.bin.exe:査読シート(＃3095_IT_佐藤).ods - OpenOffice.org Calc;文書作成・確認;事務;文書作成・確認;;文書作成・確認
ファイル操作;2013/05/22 11:52:01;2013/05/22 11:52:04;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 11:52:04;2013/05/22 11:52:42;19;0;16;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_LV.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
ファイル操作;2013/05/22 11:52:42;2013/05/22 11:52:45;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 11:52:45;2013/05/22 11:52:46;1;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_LV.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
登録外;2013/05/22 11:52:46;2013/05/22 11:52:54;1;0;0;soffice.bin.exe:査読シート(＃3095_IT_佐藤).ods - OpenOffice.org Calc;文書作成・確認;事務;文書作成・確認;;文書作成・確認
ファイル操作;2013/05/22 11:52:54;2013/05/22 11:52:55;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 11:52:55;2013/05/22 11:53:16;15;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_LV.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
