タスク名;開始時刻;終了時刻;左クリック;右クリック;打鍵回数;実行ファイル名;手動分類;候補1;候補2;候補3;自動推定
ファイル操作;2013/05/22 11:53:16;2013/05/22 11:53:18;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 11:53:18;2013/05/22 11:53:22;1;0;2;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_LV.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
登録外;2013/05/22 11:53:22;2013/05/22 11:53:53;1;0;0;soffice.bin.exe:査読シート(＃3095_IT_佐藤).ods - OpenOffice.org Calc;文書作成・確認;事務;文書作成・確認;;文書作成・確認
trac　;2013/05/22 11:53:53;2013/05/22 11:53:59;1;0;0;iexplore.exe:#3089 (パラグラフ対応後にフローチャートへ遷移できない場合がある) ? Solution - Windows Internet Explorer;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:53:59;2013/05/22 11:54:19;7;1;0;explorer.exe:A51_(#3095)一括書き出しでコンボボックスの入力と件数表示の動作を統一する;文書作成・確認;;;;文書作成・確認
登録外;2013/05/22 11:54:19;2013/05/22 11:55:05;4;0;0;tortoiseproc.exe:Log Messages - D:\04_開発一部\出力系;文書作成・確認;テスト;プログラミング;;文書作成・確認
登録外;2013/05/22 11:55:05;2013/05/22 11:55:07;1;0;0;tortoiseproc.exe:Check For Updates;文書作成・確認;テスト;プログラミング;;文書作成・確認
ファイル操作;2013/05/22 11:55:07;2013/05/22 11:55:13;2;1;0;explorer.exe:A51_(#3095)一括書き出しでコンボボックスの入力と件数表示の動作を統一する;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 11:55:13;2013/05/22 11:55:16;2;0;0;explorer.exe:A51_(#3095)一括書き出しでコンボボックスの入力と件数表示の動作を統一する;文書作成・確認;;;;文書作成・確認
登録外;2013/05/22 11:55:16;2013/05/22 11:55:27;2;0;0;tortoiseproc.exe:Log Messages - D:\04_開発一部\ﾘﾎﾟｼﾞﾄﾘ関連;文書作成・確認;テスト;プログラミング;;文書作成・確認
ファイル操作;2013/05/22 11:55:27;2013/05/22 11:55:32;2;1;0;explorer.exe:A51_(#3095)一括書き出しでコンボボックスの入力と件数表示の動作を統一する;文書作成・確認;;;;文書作成・確認
登録外;2013/05/22 11:55:32;2013/05/22 11:56:19;9;0;1;tortoiseproc.exe:Log Messages - D:\04_開発一部\出力系;文書作成・確認;テスト;プログラミング;;文書作成・確認
登録外;2013/05/22 11:56:19;2013/05/22 11:56:23;2;0;0;soffice.bin.exe:査読シート(＃3095_IT_佐藤).ods - OpenOffice.org Calc;文書作成・確認;事務;文書作成・確認;;文書作成・確認
登録外;2013/05/22 12:33:39;2013/05/22 12:35:20;0;0;0;soffice.bin.exe:査読シート(＃3095_IT_佐藤).ods - OpenOffice.org Calc;文書作成・確認;事務;文書作成・確認;;文書作成・確認
登録外;2013/05/22 12:35:20;2013/05/22 12:36:39;0;0;0;soffice.bin.exe:査読シート(＃3095_IT_佐藤).ods - OpenOffice.org Calc;文書作成・確認;事務;文書作成・確認;;文書作成・確認
登録外;2013/05/22 13:02:25;2013/05/22 13:05:25;0;0;0;soffice.bin.exe:査読シート(＃3095_IT_佐藤).ods - OpenOffice.org Calc;文書作成・確認;事務;文書作成・確認;;文書作成・確認
登録外;2013/05/22 13:05:25;2013/05/22 13:05:26;0;0;0;soffice.bin.exe:査読シート(＃3095_IT_佐藤).ods - OpenOffice.org Calc;文書作成・確認;事務;文書作成・確認;;文書作成・確認
登録外;2013/05/22 13:07:37;2013/05/22 13:08:39;2;0;0;soffice.bin.exe:査読シート(＃3095_IT_佐藤).ods - OpenOffice.org Calc;文書作成・確認;事務;文書作成・確認;;文書作成・確認
登録外;2013/05/22 13:08:39;2013/05/22 13:08:42;1;0;0;soffice.bin.exe:OpenOffice.org;文書作成・確認;;;;文書作成・確認
登録外;2013/05/22 13:08:42;2013/05/22 13:08:43;1;0;0;tortoiseproc.exe:Log Messages - D:\04_開発一部\出力系;文書作成・確認;テスト;プログラミング;;文書作成・確認
登録外;2013/05/22 13:08:43;2013/05/22 13:08:45;1;0;0;soffice.bin.exe:OpenOffice.org;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:08:45;2013/05/22 13:08:46;1;0;0;explorer.exe:A51_(#3095)一括書き出しでコンボボックスの入力と件数表示の動作を統一する;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:08:46;2013/05/22 13:08:50;2;1;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 13:08:50;2013/05/22 13:08:51;1;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
エクセル;2013/05/22 13:08:51;2013/05/22 13:08:54;2;0;0;excel.exe:Microsoft Excel;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 13:08:54;2013/05/22 13:09:03;4;0;2;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_DBF.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
エクセル;2013/05/22 13:09:03;2013/05/22 13:09:13;6;0;2;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_LV.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
エクセル;2013/05/22 13:09:13;2013/05/22 13:09:17;1;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_PE.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
エクセル;2013/05/22 13:09:17;2013/05/22 13:09:19;1;0;0;excel.exe:Microsoft Excel;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 13:09:19;2013/05/22 13:09:21;1;0;0;excel.exe:Microsoft Excel - 20130424_【出力系】テストケース表(＃3095)_FC.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
エクセル;2013/05/22 13:09:21;2013/05/22 13:09:26;2;0;0;excel.exe:Microsoft Excel;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:09:26;2013/05/22 13:10:26;0;0;0;explorer.exe:A51_(#3095)一括書き出しでコンボボックスの入力と件数表示の動作を統一する;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:10:26;2013/05/22 13:14:38;18;0;0;explorer.exe:A51_(#3095)一括書き出しでコンボボックスの入力と件数表示の動作を統一する;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:14:38;2013/05/22 13:14:40;1;0;0;explorer.exe:3回目_本社最新(帳票）;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:14:40;2013/05/22 13:14:44;4;0;0;explorer.exe:本社;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:14:44;2013/05/22 13:14:46;1;0;0;explorer.exe:スタート メニュー;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 13:14:46;2013/05/22 13:14:48;2;0;0;sakura.exe:(無題) - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 13:14:48;2013/05/22 13:14:52;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLT016 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
ファイル操作;2013/05/22 13:14:52;2013/05/22 13:14:58;2;0;0;explorer.exe:3回目_本社最新(帳票）;文書作成・確認;;;;文書作成・確認
登録外;2013/05/22 13:14:58;2013/05/22 13:15:00;2;0;0;editplus.exe:EditPlus [默?];文書作成・確認;文書作成・確認;;;文書作成・確認
登録外;2013/05/22 13:15:00;2013/05/22 13:15:01;1;0;0;editplus.exe:EditPlus [默?] - [E:\開発三部\PSAM_変換仕様書\Debug_20130517(2)\3回目_本社最新(帳票）\LogicInfo_OLT016.txt];文書作成・確認;文書作成・確認;;;文書作成・確認
調査　;2013/05/22 13:15:01;2013/05/22 13:15:04;2;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLT016 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
登録外;2013/05/22 13:15:04;2013/05/22 13:15:27;5;0;0;editplus.exe:EditPlus [默?] - [E:\開発三部\PSAM_変換仕様書\Debug_20130517(2)\3回目_本社最新(帳票）\LogicInfo_OLT016.txt];文書作成・確認;文書作成・確認;;;文書作成・確認
登録外;2013/05/22 13:15:27;2013/05/22 13:16:02;4;0;1;editplus.exe:EditPlus [默?] - [E:\開発三部\PSAM_変換仕様書\Debug_20130517(2)\3回目_本社最新(帳票）\LogicInfo_OLT016.txt];文書作成・確認;文書作成・確認;;;文書作成・確認
ファイル操作;2013/05/22 13:16:02;2013/05/22 13:16:04;1;0;0;explorer.exe:スタート メニュー;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:16:04;2013/05/22 13:16:05;0;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 13:16:05;2013/05/22 13:16:06;1;0;0;excel.exe:Microsoft Excel - Book1;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:16:06;2013/05/22 13:16:09;1;0;0;explorer.exe:3回目_本社最新(帳票）;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:16:09;2013/05/22 13:16:13;3;0;0;explorer.exe:PSAM_変換仕様書;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 13:16:13;2013/05/22 13:18:59;9;1;36;excel.exe:Microsoft Excel - テストパタン一覧.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
調査　;2013/05/22 13:18:59;2013/05/22 13:19:03;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLT016 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 13:19:03;2013/05/22 13:19:15;7;0;11;excel.exe:Microsoft Excel - テストパタン一覧.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
調査　;2013/05/22 13:19:15;2013/05/22 13:19:17;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLT016 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
登録外;2013/05/22 13:19:17;2013/05/22 13:19:53;5;0;0;editplus.exe:EditPlus [默?] - [E:\開発三部\PSAM_変換仕様書\Debug_20130517(2)\3回目_本社最新(帳票）\LogicInfo_OLT016.txt];文書作成・確認;文書作成・確認;;;文書作成・確認
調査　;2013/05/22 13:19:53;2013/05/22 13:19:59;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLT016 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
登録外;2013/05/22 13:19:59;2013/05/22 13:20:01;2;0;0;editplus.exe:EditPlus [默?] - [E:\開発三部\PSAM_変換仕様書\Debug_20130517(2)\3回目_本社最新(帳票）\LogicInfo_OLT016.txt];文書作成・確認;文書作成・確認;;;文書作成・確認
調査　;2013/05/22 13:20:01;2013/05/22 13:20:02;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLT016 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 13:20:02;2013/05/22 13:20:04;1;0;0;excel.exe:Microsoft Excel - テストパタン一覧.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
ファイル操作;2013/05/22 13:20:04;2013/05/22 13:20:05;1;0;0;explorer.exe:PSAM_変換仕様書;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:20:05;2013/05/22 13:20:11;3;0;0;explorer.exe:3回目_本社最新(帳票）;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 13:20:12;2013/05/22 13:20:13;0;0;0;excel.exe:Microsoft Excel - テストパタン一覧.xls;文書作成・確認;テスト;文書作成・確認;;文書作成・確認
エクセル;2013/05/22 13:20:13;2013/05/22 13:20:16;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OLT016.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 13:20:16;2013/05/22 13:20:27;2;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLT016 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 13:20:27;2013/05/22 13:20:34;3;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLT016 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 13:20:34;2013/05/22 13:21:05;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OLT016.txt;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:21:05;2013/05/22 13:21:07;1;0;0;explorer.exe:3回目_本社最新(帳票）;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:21:07;2013/05/22 13:21:17;6;0;0;explorer.exe:PSAM_変換仕様書;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 13:21:17;2013/05/22 13:21:38;7;0;0;excel.exe:Microsoft Excel - 00_全体コンバージョン仕様書.xls;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:21:38;2013/05/22 13:21:45;4;0;0;explorer.exe:PSAM_変換仕様書;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 13:21:45;2013/05/22 13:21:46;1;0;0;excel.exe:Microsoft Excel - 13_ＦＩＥＬＤ文（固定表示定義）の変換（帳票）.xls;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:21:46;2013/05/22 13:21:50;4;0;0;explorer.exe:PSAM_変換仕様書;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:21:50;2013/05/22 13:21:51;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 13:21:51;2013/05/22 13:23:50;2;0;0;excel.exe:Microsoft Excel - 13_ＦＩＥＬＤ文（固定表示定義）の変換（帳票）.xls;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 13:23:50;2013/05/22 13:23:52;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLT016 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
ファイル操作;2013/05/22 13:23:52;2013/05/22 13:23:53;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 13:23:53;2013/05/22 13:23:55;2;0;0;excel.exe:Microsoft Excel - 13_ＦＩＥＬＤ文（固定表示定義）の変換（帳票）.xls;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:23:55;2013/05/22 13:23:56;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 13:23:56;2013/05/22 13:24:07;3;0;0;excel.exe:Microsoft Excel - FieldInfo_OLT016.txt;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:24:07;2013/05/22 13:24:09;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 13:24:09;2013/05/22 13:24:43;3;0;0;excel.exe:Microsoft Excel - 13_ＦＩＥＬＤ文（固定表示定義）の変換（帳票）.xls;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 13:24:43;2013/05/22 13:24:51;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLT016 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
ファイル操作;2013/05/22 13:24:51;2013/05/22 13:24:53;3;0;0;explorer.exe:PSAM_変換仕様書;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 13:24:53;2013/05/22 13:25:15;1;0;0;excel.exe:Microsoft Excel - 15_ＤＡＴＡ文（項目定義）の変換（帳票）.xls;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 13:25:15;2013/05/22 13:25:17;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLT016 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
ファイル操作;2013/05/22 13:25:17;2013/05/22 13:25:18;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 13:25:18;2013/05/22 13:25:23;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OLT016.txt;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 13:25:23;2013/05/22 13:25:24;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 13:25:24;2013/05/22 13:25:28;0;0;0;excel.exe:Microsoft Excel - 15_ＤＡＴＡ文（項目定義）の変換（帳票）.xls;文書作成・確認;;;;文書作成・確認
